date,demand
1/7/2019,721.22
1/7/2019,738.17
1/7/2019,778.05
1/7/2019,777.78
1/7/2019,763.05
1/7/2019,744.32
1/7/2019,709.63
1/7/2019,674.62
1/8/2019,669.69
1/8/2019,664.13
1/8/2019,666.07
1/8/2019,674.18
1/8/2019,694.41
1/8/2019,744.59
1/8/2019,823.16
1/8/2019,854.16
1/8/2019,847.32
1/8/2019,833.16
1/8/2019,820.8
1/8/2019,809.28
1/8/2019,795.63
1/8/2019,779.33
1/8/2019,764.07
1/8/2019,753.04
1/8/2019,755.5
1/8/2019,788.87
1/8/2019,839.37
1/8/2019,849.23
1/8/2019,848.42
1/8/2019,830.49
1/8/2019,793.67
1/8/2019,764.81
1/9/2019,740.05
1/9/2019,735.97
1/9/2019,741.75
1/9/2019,755.69
1/9/2019,777.31
1/9/2019,833.56
1/9/2019,915.54
1/9/2019,947.57
1/9/2019,934.48
1/9/2019,909.05
1/9/2019,872.95
1/9/2019,832.16
1/9/2019,800.55
1/9/2019,775.26
1/9/2019,759.72
1/9/2019,753.17
1/9/2019,761.75
1/9/2019,799.68
1/9/2019,854.66
1/9/2019,867.85
1/9/2019,871.85
1/9/2019,854.64
1/9/2019,818.68
1/9/2019,786.23
1/10/2019,778.83
1/10/2019,776.07
1/10/2019,773.73
1/10/2019,784.8
1/10/2019,808.71
1/10/2019,849.36
1/10/2019,919.96
1/10/2019,941.6
1/10/2019,930.84
1/10/2019,921.57
1/10/2019,914.34
1/10/2019,899.09
1/10/2019,883.54
1/10/2019,877.67
1/10/2019,867.7
1/10/2019,859.96
1/10/2019,863.28
1/10/2019,883.78
1/10/2019,917.79
1/10/2019,912.44
1/10/2019,904.95
1/10/2019,877.13
1/10/2019,828.3
1/10/2019,787.18
1/11/2019,766.05
1/11/2019,752.11
1/11/2019,743.06
1/11/2019,744.75
1/11/2019,763.44
1/11/2019,792.87
1/11/2019,861.44
1/11/2019,891.76
1/11/2019,891.67
1/11/2019,903.53
1/11/2019,911.74
1/11/2019,908.57
1/11/2019,898.79
1/11/2019,895.33
1/11/2019,882.85
1/11/2019,869.62
1/11/2019,869.23
1/11/2019,881.49
1/11/2019,887.63
1/11/2019,866.79
1/11/2019,853.62
1/11/2019,829.72
1/11/2019,798.17
1/11/2019,768.8
1/12/2019,756.15
1/12/2019,743.76
1/12/2019,737.43
1/12/2019,743.34
1/12/2019,755.86
1/12/2019,794.68
1/12/2019,825.24
1/12/2019,864.9
1/12/2019,892.64
1/12/2019,915.1
1/12/2019,926.68
1/12/2019,929.06
1/12/2019,915.69
1/12/2019,908.97
1/12/2019,904.56
1/12/2019,903.32
1/12/2019,904.11
1/12/2019,927.6
1/12/2019,943.96
1/12/2019,931.25
1/12/2019,913.94
1/12/2019,892.43
1/12/2019,864.18
1/12/2019,838.74
1/13/2019,827.47
1/13/2019,826.5
1/13/2019,825.2
1/13/2019,824.36
1/13/2019,832.33
1/13/2019,862.77
1/13/2019,896.54
1/13/2019,929.29
1/13/2019,963.04
1/13/2019,982.89
1/13/2019,986.86
1/13/2019,982.87
1/13/2019,976.74
1/13/2019,970.73
1/13/2019,968.61
1/13/2019,959.49
1/13/2019,970.17
1/13/2019,"1,003.92"
1/13/2019,"1,027.28"
1/13/2019,"1,023.75"
1/13/2019,"1,004.09"
1/13/2019,976.45
1/13/2019,928.41
1/13/2019,893.46
1/14/2019,859.91
1/14/2019,849.95
1/14/2019,849.88
1/14/2019,856.74
1/14/2019,879.79
1/14/2019,933.37
1/14/2019,"1,004.70"
1/14/2019,"1,023.14"
1/14/2019,"1,015.80"
1/14/2019,"1,017.87"
1/14/2019,"1,004.86"
1/14/2019,975.35
1/14/2019,944.92
1/14/2019,918.2
1/14/2019,879.93
1/14/2019,850.53
1/14/2019,858.88
1/14/2019,903.02
1/14/2019,959.33
1/14/2019,969.72
1/14/2019,972.14
1/14/2019,955.29
1/14/2019,912.86
1/14/2019,883.52
1/15/2019,879.85
1/15/2019,876.1
1/15/2019,879.22
1/15/2019,882.32
1/15/2019,892.93
1/15/2019,928.13
1/15/2019,987.93
1/15/2019,"1,001.21"
1/15/2019,987.37
1/15/2019,972.35
1/15/2019,957
1/15/2019,937.18
1/15/2019,909.81
1/15/2019,885.82
1/15/2019,867.17
1/15/2019,855.52
1/15/2019,862.63
1/15/2019,890.97
1/15/2019,922.2
1/15/2019,920.59
1/15/2019,910.02
1/15/2019,882.62
1/15/2019,838.11
1/15/2019,801.77
1/16/2019,761.22
1/16/2019,749.77
1/16/2019,747.22
1/16/2019,757.06
1/16/2019,768.78
1/16/2019,819.61
1/16/2019,895.56
1/16/2019,917.02
1/16/2019,902.13
1/16/2019,896.59
1/16/2019,890.16
1/16/2019,880.56
1/16/2019,862.58
1/16/2019,842.44
1/16/2019,818.44
1/16/2019,793.33
1/16/2019,794.41
1/16/2019,815.7
1/16/2019,849.1
1/16/2019,845.29
1/16/2019,834.37
1/16/2019,800.99
1/16/2019,751.54
1/16/2019,709.65
1/17/2019,696.45
1/17/2019,683.86
1/17/2019,679.29
1/17/2019,693.91
1/17/2019,712.79
1/17/2019,751.01
1/17/2019,823.67
1/17/2019,853.55
1/17/2019,851.19
1/17/2019,847.42
1/17/2019,858.36
1/17/2019,853.19
1/17/2019,826.85
1/17/2019,798.45
1/17/2019,779.61
1/17/2019,763.43
1/17/2019,766.3
1/17/2019,790.88
1/17/2019,850.61
1/17/2019,865.27
1/17/2019,868.74
1/17/2019,850.71
1/17/2019,822.37
1/17/2019,793.55
1/18/2019,781.95
1/18/2019,779.62
1/18/2019,781.05
1/18/2019,787.32
1/18/2019,809.67
1/18/2019,857.26
1/18/2019,925.38
1/18/2019,949.8
1/18/2019,930.23
1/18/2019,907.05
1/18/2019,870.38
1/18/2019,841.03
1/18/2019,809.18
1/18/2019,782.94
1/18/2019,753.04
1/18/2019,732.31
1/18/2019,732.89
1/18/2019,755.94
1/18/2019,773.46
1/18/2019,767.34
1/18/2019,757.66
1/18/2019,749.26
1/18/2019,731.62
1/18/2019,705.22
1/19/2019,704.37
1/19/2019,707.94
1/19/2019,722.94
1/19/2019,752.42
1/19/2019,796.16
1/19/2019,855.98
1/19/2019,915.8
1/19/2019,982.81
1/19/2019,"1,035.51"
1/19/2019,"1,064.22"
1/19/2019,"1,066.91"
1/19/2019,"1,057.11"
1/19/2019,"1,035.91"
1/19/2019,"1,019.55"
1/19/2019,"1,012.35"
1/19/2019,984.24
1/19/2019,976.37
1/19/2019,"1,007.06"
1/19/2019,"1,049.36"
1/19/2019,"1,052.50"
1/19/2019,"1,047.01"
1/19/2019,"1,030.43"
1/19/2019,994.75
1/19/2019,969.73
1/20/2019,959.7
1/20/2019,956.32
1/20/2019,961.42
1/20/2019,966.72
1/20/2019,985.82
1/20/2019,"1,010.38"
1/20/2019,"1,041.12"
1/20/2019,"1,073.80"
1/20/2019,"1,078.64"
1/20/2019,"1,045.03"
1/20/2019,991.28
1/20/2019,938.79
1/20/2019,889.85
1/20/2019,855.98
1/20/2019,825.63
1/20/2019,806.84
1/20/2019,814.16
1/20/2019,858.88
1/20/2019,912.45
1/20/2019,937.65
1/20/2019,937.08
1/20/2019,934.76
1/20/2019,904.56
1/20/2019,874.33
1/21/2019,855.31
1/21/2019,850.75
1/21/2019,857.68
1/21/2019,862.15
1/21/2019,884.38
1/21/2019,929.16
1/21/2019,983.21
1/21/2019,"1,018.14"
1/21/2019,"1,013.58"
1/21/2019,992.52
1/21/2019,961.92
1/21/2019,916.85
1/21/2019,881.2
1/21/2019,853.42
1/21/2019,835.26
1/21/2019,815.18
1/21/2019,820.52
1/21/2019,847.34
1/21/2019,893.67
1/21/2019,897.87
1/21/2019,887.64
1/21/2019,861.45
1/21/2019,815.33
1/21/2019,771.03
1/22/2019,751.47
1/22/2019,736.14
1/22/2019,727.1
1/22/2019,724.33
1/22/2019,735.04
1/22/2019,770.31
1/22/2019,834.1
1/22/2019,851.15
1/22/2019,832.28
1/22/2019,828.7
1/22/2019,826.94
1/22/2019,825.35
1/22/2019,825.13
1/22/2019,834
1/22/2019,843.92
1/22/2019,857.34
1/22/2019,877.11
1/22/2019,919.52
1/22/2019,972.87
1/22/2019,991.45
1/22/2019,"1,004.94"
1/22/2019,992.65
1/22/2019,965.49
1/22/2019,947.43
1/23/2019,908.79
1/23/2019,916.91
1/23/2019,928.15
1/23/2019,952.72
1/23/2019,983.44
1/23/2019,"1,037.69"
1/23/2019,"1,130.37"
1/23/2019,"1,167.58"
1/23/2019,"1,140.54"
1/23/2019,"1,095.04"
1/23/2019,"1,061.87"
1/23/2019,"1,018.02"
1/23/2019,970
1/23/2019,933.14
1/23/2019,898.78
1/23/2019,874.26
1/23/2019,883.63
1/23/2019,912.86
1/23/2019,983.68
1/23/2019,"1,005.38"
1/23/2019,"1,011.77"
1/23/2019,990.29
1/23/2019,951.49
1/23/2019,919.6
1/24/2019,921.03
1/24/2019,924.43
1/24/2019,929.46
1/24/2019,946.86
1/24/2019,969.96
1/24/2019,"1,020.14"
1/24/2019,"1,101.82"
1/24/2019,"1,120.52"
1/24/2019,"1,090.96"
1/24/2019,"1,047.88"
1/24/2019,"1,005.36"
1/24/2019,952.31
1/24/2019,909.33
1/24/2019,874.52
1/24/2019,850.49
1/24/2019,831.52
1/24/2019,839.37
1/24/2019,867.86
1/24/2019,924.43
1/24/2019,946.17
1/24/2019,959.89
1/24/2019,944.65
1/24/2019,915.33
1/24/2019,895.78
1/25/2019,899.12
1/25/2019,902.24
1/25/2019,912.45
1/25/2019,927.09
1/25/2019,960.24
1/25/2019,"1,020.92"
1/25/2019,"1,104.68"
1/25/2019,"1,138.61"
1/25/2019,"1,109.53"
1/25/2019,"1,075.81"
1/25/2019,"1,031.94"
1/25/2019,979.28
1/25/2019,929.62
1/25/2019,898.08
1/25/2019,861.07
1/25/2019,841.72
1/25/2019,841.05
1/25/2019,869.8
1/25/2019,937.26
1/25/2019,955.92
1/25/2019,964.03
1/25/2019,953.5
1/25/2019,933.85
1/25/2019,913.94
1/26/2019,896.84
1/26/2019,887.57
1/26/2019,886.89
1/26/2019,897.7
1/26/2019,919.27
1/26/2019,955.99
1/26/2019,995.75
1/26/2019,"1,032.86"
1/26/2019,"1,030.82"
1/26/2019,991.58
1/26/2019,934.41
1/26/2019,875.16
1/26/2019,819.8
1/26/2019,779.57
1/26/2019,751.54
1/26/2019,734.33
1/26/2019,739.13
1/26/2019,779.63
1/26/2019,825.92
1/26/2019,840.84
1/26/2019,849.19
1/26/2019,849.18
1/26/2019,836.82
1/26/2019,825.08
1/27/2019,821.76
1/27/2019,825.29
1/27/2019,833.79
1/27/2019,846.15
1/27/2019,865.28
1/27/2019,881.09
1/27/2019,913.73
1/27/2019,946.38
1/27/2019,949.79
1/27/2019,909.54
1/27/2019,853.59
1/27/2019,807.78
1/27/2019,772.83
1/27/2019,746.31
1/27/2019,722.19
1/27/2019,710.19
1/27/2019,715.24
1/27/2019,743.52
1/27/2019,802.76
1/27/2019,828.56
1/27/2019,834.04
1/27/2019,823.65
1/27/2019,794.53
1/27/2019,773.09
1/28/2019,754.72
1/28/2019,750.26
1/28/2019,759.75
1/28/2019,774.05
1/28/2019,795.69
1/28/2019,854.01
1/28/2019,933.05
1/28/2019,965.65
1/28/2019,950.66
1/28/2019,933.1
1/28/2019,898.4
1/28/2019,869.86
1/28/2019,850.58
1/28/2019,845.66
1/28/2019,841.29
1/28/2019,842.88
1/28/2019,872.7
1/28/2019,918.26
1/28/2019,969.93
1/28/2019,982.48
1/28/2019,983.36
1/28/2019,966.09
1/28/2019,928.2
1/28/2019,897.43
1/29/2019,887.08
1/29/2019,900.21
1/29/2019,914.35
1/29/2019,938.2
1/29/2019,964.06
1/29/2019,"1,025.41"
1/29/2019,"1,109.00"
1/29/2019,"1,139.31"
1/29/2019,"1,106.69"
1/29/2019,"1,052.28"
1/29/2019,"1,003.44"
1/29/2019,960.98
1/29/2019,920.93
1/29/2019,891.91
1/29/2019,870.2
1/29/2019,857.06
1/29/2019,872.23
1/29/2019,915.68
1/29/2019,972.16
1/29/2019,983.28
1/29/2019,978.57
1/29/2019,952.2
1/29/2019,909.62
1/29/2019,885.14
1/30/2019,867.58
1/30/2019,866.59
1/30/2019,871.58
1/30/2019,880.64
1/30/2019,905.85
1/30/2019,961.83
1/30/2019,"1,034.39"
1/30/2019,"1,051.21"
1/30/2019,"1,035.22"
1/30/2019,"1,012.63"
1/30/2019,977.34
1/30/2019,932.42
1/30/2019,885.05
1/30/2019,853.56
1/30/2019,832.02
1/30/2019,827.96
1/30/2019,836.31
1/30/2019,857.7
1/30/2019,922.34
1/30/2019,944.85
1/30/2019,953.21
1/30/2019,935.34
1/30/2019,896.01
1/30/2019,869.37
1/31/2019,861.62
1/31/2019,860.69
1/31/2019,864.56
1/31/2019,875.22
1/31/2019,894.4
1/31/2019,937.07
1/31/2019,997.92
1/31/2019,"1,010.15"
1/31/2019,989.05
1/31/2019,981.05
1/31/2019,956.53
1/31/2019,924.29
1/31/2019,891.74
1/31/2019,864.94
1/31/2019,836.45
1/31/2019,823.51
1/31/2019,831.07
1/31/2019,845.09
1/31/2019,868.69
1/31/2019,869.51
1/31/2019,858.11
1/31/2019,825.16
1/31/2019,778.87
1/31/2019,739.32
2/1/2019,730.83
2/1/2019,713.36
2/1/2019,707.03
2/1/2019,710.77
2/1/2019,719.94
2/1/2019,760.51
2/1/2019,824.72
2/1/2019,842.67
2/1/2019,845.17
2/1/2019,848.14
2/1/2019,844.97
2/1/2019,826.53
2/1/2019,801.47
2/1/2019,778.86
2/1/2019,762.82
2/1/2019,749.86
2/1/2019,751.21
2/1/2019,764.91
2/1/2019,789.78
2/1/2019,786.03
2/1/2019,784.38
2/1/2019,770.66
2/1/2019,746.35
2/1/2019,718.35
2/2/2019,691.7
2/2/2019,676.74
2/2/2019,671.95
2/2/2019,668.77
2/2/2019,680.97
2/2/2019,690.13
2/2/2019,717.04
2/2/2019,744.64
2/2/2019,772.5
2/2/2019,783.39
2/2/2019,782.12
2/2/2019,769.86
2/2/2019,747.79
2/2/2019,730.06
2/2/2019,709.26
2/2/2019,704.01
2/2/2019,705.5
2/2/2019,719.03
2/2/2019,750.31
2/2/2019,750.55
2/2/2019,740.14
2/2/2019,731.65
2/2/2019,704.88
2/2/2019,679.19
2/3/2019,657.71
2/3/2019,641.17
2/3/2019,637
2/3/2019,632.24
2/3/2019,635.33
2/3/2019,647.22
2/3/2019,667.61
2/3/2019,693.09
2/3/2019,716.91
2/3/2019,728.24
2/3/2019,720.76
2/3/2019,714.74
2/3/2019,707.63
2/3/2019,706.09
2/3/2019,702.09
2/3/2019,701.5
2/3/2019,707.71
2/3/2019,709.76
2/3/2019,728.37
2/3/2019,738.83
2/3/2019,724.15
2/3/2019,716.86
2/3/2019,685.66
2/3/2019,641.35
2/4/2019,617.36
2/4/2019,605.24
2/4/2019,595.81
2/4/2019,602.31
2/4/2019,604.98
2/4/2019,644.05
2/4/2019,715.43
2/4/2019,744.69
2/4/2019,743.31
2/4/2019,740.91
2/4/2019,747.37
2/4/2019,747.08
2/4/2019,741.63
2/4/2019,747.86
2/4/2019,748.35
2/4/2019,744.76
2/4/2019,743.64
2/4/2019,743.81
2/4/2019,776.25
2/4/2019,778.77
2/4/2019,755.64
2/4/2019,727.48
2/4/2019,686.68
2/4/2019,652.97
2/5/2019,626.47
2/5/2019,617.57
2/5/2019,614.73
2/5/2019,618.47
2/5/2019,638.96
2/5/2019,668.21
2/5/2019,741.66
2/5/2019,772.03
2/5/2019,772.37
2/5/2019,762.71
2/5/2019,763.02
2/5/2019,763.17
2/5/2019,756.69
2/5/2019,759.19
2/5/2019,758.28
2/5/2019,751.86
2/5/2019,749.58
2/5/2019,755.52
2/5/2019,782.68
2/5/2019,785.19
2/5/2019,764.56
2/5/2019,738.23
2/5/2019,695.6
2/5/2019,660.11
2/6/2019,637.71
2/6/2019,619.56
2/6/2019,611.74
2/6/2019,612.87
2/6/2019,627.65
2/6/2019,658.21
2/6/2019,728.64
2/6/2019,760.17
2/6/2019,756.99
2/6/2019,761.86
2/6/2019,771.3
2/6/2019,773.52
2/6/2019,775.96
2/6/2019,773.83
2/6/2019,760.24
2/6/2019,762.31
2/6/2019,770.52
2/6/2019,778.52
2/6/2019,802.4
2/6/2019,801.66
2/6/2019,787.06
2/6/2019,755.39
2/6/2019,713.89
2/6/2019,678.43
2/7/2019,648.49
2/7/2019,638.84
2/7/2019,632.05
2/7/2019,642.12
2/7/2019,675.04
2/7/2019,724.4
2/7/2019,813.61
2/7/2019,876.82
2/7/2019,914.55
2/7/2019,946.54
2/7/2019,973.15
2/7/2019,970.91
2/7/2019,956.39
2/7/2019,943.32
2/7/2019,927.42
2/7/2019,917.19
2/7/2019,921.68
2/7/2019,947.82
2/7/2019,"1,016.27"
2/7/2019,"1,047.49"
2/7/2019,"1,055.40"
2/7/2019,"1,040.72"
2/7/2019,"1,003.23"
2/7/2019,979.51
2/8/2019,986.77
2/8/2019,989.44
2/8/2019,997.89
2/8/2019,"1,019.35"
2/8/2019,"1,049.67"
2/8/2019,"1,102.16"
2/8/2019,"1,181.75"
2/8/2019,"1,203.02"
2/8/2019,"1,182.54"
2/8/2019,"1,155.64"
2/8/2019,"1,113.40"
2/8/2019,"1,067.75"
2/8/2019,"1,019.73"
2/8/2019,982.62
2/8/2019,956.44
2/8/2019,946.89
2/8/2019,961.32
2/8/2019,985.64
2/8/2019,"1,019.49"
2/8/2019,"1,016.13"
2/8/2019,"1,012.13"
2/8/2019,991.05
2/8/2019,961.03
2/8/2019,938.32
2/9/2019,916.1
2/9/2019,906.08
2/9/2019,904.96
2/9/2019,907.41
2/9/2019,918.68
2/9/2019,936.77
2/9/2019,965.33
2/9/2019,995.75
2/9/2019,"1,021.38"
2/9/2019,"1,024.64"
2/9/2019,"1,014.44"
2/9/2019,990.45
2/9/2019,965.6
2/9/2019,946.92
2/9/2019,931.4
2/9/2019,937.63
2/9/2019,950.24
2/9/2019,976.25
2/9/2019,"1,005.94"
2/9/2019,"1,006.20"
2/9/2019,998.4
2/9/2019,980.1
2/9/2019,941.92
2/9/2019,911.58
2/10/2019,896.26
2/10/2019,885.53
2/10/2019,877.17
2/10/2019,873.9
2/10/2019,879.94
2/10/2019,890.22
2/10/2019,915.69
2/10/2019,938.07
2/10/2019,955.55
2/10/2019,964.42
2/10/2019,954.27
2/10/2019,942.38
2/10/2019,934.46
2/10/2019,927.64
2/10/2019,915.96
2/10/2019,910.15
2/10/2019,909.52
2/10/2019,920.95
2/10/2019,942.82
2/10/2019,946.59
2/10/2019,924.98
2/10/2019,892.99
2/10/2019,849.56
2/10/2019,812.2
2/11/2019,789.89
2/11/2019,780.99
2/11/2019,769.84
2/11/2019,772.67
2/11/2019,785.69
2/11/2019,832.8
2/11/2019,898.99
2/11/2019,923.23
2/11/2019,914.97
2/11/2019,903.4
2/11/2019,894.72
2/11/2019,880.28
2/11/2019,868.04
2/11/2019,860.53
2/11/2019,856.29
2/11/2019,851.57
2/11/2019,854.86
2/11/2019,860.67
2/11/2019,883.53
2/11/2019,885.37
2/11/2019,865.84
2/11/2019,833.85
2/11/2019,790.49
2/11/2019,756.84
2/12/2019,738.87
2/12/2019,730.86
2/12/2019,742.62
2/12/2019,756.25
2/12/2019,785.32
2/12/2019,850.22
2/12/2019,938.01
2/12/2019,972.86
2/12/2019,949.95
2/12/2019,927.59
2/12/2019,911.5
2/12/2019,878.87
2/12/2019,836.66
2/12/2019,812.09
2/12/2019,790.33
2/12/2019,768.83
2/12/2019,763.86
2/12/2019,786.49
2/12/2019,842.4
2/12/2019,878.51
2/12/2019,887.01
2/12/2019,880.64
2/12/2019,852.36
2/12/2019,833.3
2/13/2019,810.72
2/13/2019,811.27
2/13/2019,819.07
2/13/2019,837.71
2/13/2019,848.57
2/13/2019,899.82
2/13/2019,979.87
2/13/2019,995.86
2/13/2019,961.2
2/13/2019,915.84
2/13/2019,876.78
2/13/2019,850.07
2/13/2019,823.58
2/13/2019,808.16
2/13/2019,787.19
2/13/2019,782.99
2/13/2019,792.15
2/13/2019,804.66
2/13/2019,853.04
2/13/2019,866.26
2/13/2019,859.9
2/13/2019,838.8
2/13/2019,800.75
2/13/2019,763.05
2/14/2019,739.77
2/14/2019,724.98
2/14/2019,718.18
2/14/2019,721.86
2/14/2019,742.3
2/14/2019,780.39
2/14/2019,846.63
2/14/2019,863.06
2/14/2019,844.47
2/14/2019,821.37
2/14/2019,800.88
2/14/2019,778.46
2/14/2019,759.68
2/14/2019,750.19
2/14/2019,737.26
2/14/2019,731.13
2/14/2019,735.6
2/14/2019,731
2/14/2019,748.88
2/14/2019,760.94
2/14/2019,749.49
2/14/2019,724.16
2/14/2019,682.58
2/14/2019,651.26
2/15/2019,647.19
2/15/2019,635.76
2/15/2019,636.42
2/15/2019,640.67
2/15/2019,655.06
2/15/2019,699.78
2/15/2019,771.18
2/15/2019,799.23
2/15/2019,808.94
2/15/2019,811.27
2/15/2019,807.22
2/15/2019,790.21
2/15/2019,770.99
2/15/2019,760.99
2/15/2019,754.44
2/15/2019,747.67
2/15/2019,761.56
2/15/2019,792.35
2/15/2019,854.21
2/15/2019,883.42
2/15/2019,903.53
2/15/2019,903.6
2/15/2019,883.94
2/15/2019,873.49
2/16/2019,860.66
2/16/2019,863.33
2/16/2019,874.98
2/16/2019,877.89
2/16/2019,894.83
2/16/2019,920.07
2/16/2019,961.8
2/16/2019,"1,002.38"
2/16/2019,"1,035.11"
2/16/2019,"1,037.49"
2/16/2019,"1,031.34"
2/16/2019,"1,011.47"
2/16/2019,979.01
2/16/2019,944.52
2/16/2019,909.67
2/16/2019,885.43
2/16/2019,886.89
2/16/2019,902.63
2/16/2019,929.16
2/16/2019,939.64
2/16/2019,927.49
2/16/2019,909.95
2/16/2019,876.64
2/16/2019,844.78
2/17/2019,826.85
2/17/2019,810.26
2/17/2019,808.73
2/17/2019,815.3
2/17/2019,824.02
2/17/2019,840.53
2/17/2019,868.13
2/17/2019,903.5
2/17/2019,931.07
2/17/2019,946.17
2/17/2019,915.72
2/17/2019,869.21
2/17/2019,830.71
2/17/2019,807
2/17/2019,785.4
2/17/2019,769.36
2/17/2019,772.43
2/17/2019,799.64
2/17/2019,845.62
2/17/2019,876.08
2/17/2019,882.42
2/17/2019,882.83
2/17/2019,860.68
2/17/2019,833.27
2/18/2019,818.32
2/18/2019,828.7
2/18/2019,837.4
2/18/2019,862.27
2/18/2019,898.38
2/18/2019,961.1
2/18/2019,"1,034.71"
2/18/2019,"1,076.63"
2/18/2019,"1,092.01"
2/18/2019,"1,086.66"
2/18/2019,"1,064.81"
2/18/2019,"1,029.36"
2/18/2019,999.17
2/18/2019,975.9
2/18/2019,960.66
2/18/2019,958.06
2/18/2019,965.45
2/18/2019,988.05
2/18/2019,"1,033.55"
2/18/2019,"1,043.18"
2/18/2019,"1,028.93"
2/18/2019,"1,001.38"
2/18/2019,952.49
2/18/2019,916.66
2/19/2019,903.72
2/19/2019,899.81
2/19/2019,898.86
2/19/2019,899.43
2/19/2019,920.41
2/19/2019,964.49
2/19/2019,"1,031.92"
2/19/2019,"1,053.75"
2/19/2019,"1,048.14"
2/19/2019,"1,048.97"
2/19/2019,"1,054.25"
2/19/2019,"1,059.91"
2/19/2019,"1,063.17"
2/19/2019,"1,071.09"
2/19/2019,"1,073.54"
2/19/2019,"1,066.39"
2/19/2019,"1,074.55"
2/19/2019,"1,084.38"
2/19/2019,"1,092.96"
2/19/2019,"1,080.94"
2/19/2019,"1,049.64"
2/19/2019,"1,009.34"
2/19/2019,944.91
2/19/2019,899.34
2/20/2019,872.32
2/20/2019,863.88
2/20/2019,865.38
2/20/2019,875.3
2/20/2019,901.19
2/20/2019,950.7
2/20/2019,"1,029.46"
2/20/2019,"1,046.83"
2/20/2019,"1,017.58"
2/20/2019,977.79
2/20/2019,929.78
2/20/2019,883.02
2/20/2019,845.51
2/20/2019,813.81
